title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
라코스테 베이직 브이넥 가디건 AF209E-55N,https://search.shopping.naver.com/catalog/56154920781,https://shopping-phinf.pstatic.net/main_5615492/56154920781.20250807233521.jpg,189800,,네이버,56154920781,1,라코스테,라코스테,패션의류,여성의류,니트,카디건
더엣지 25FW 캐시미어100 브이넥 풀오버,https://search.shopping.naver.com/catalog/58364348297,https://shopping-phinf.pstatic.net/main_5836434/58364348297.20260113050431.jpg,47800,,네이버,58364348297,1,더엣지,,패션의류,여성의류,니트,풀오버
라코스테 방모 풀집업 가디건 AH5181 55N,https://search.shopping.naver.com/catalog/58281375602,https://shopping-phinf.pstatic.net/main_5828137/58281375602.20251226163111.jpg,178370,,네이버,58281375602,1,라코스테,,패션의류,남성의류,니트,카디건
GGPX 데님 배색 카라 버튼업 긴팔 가디건 GPDCK003D,https://search.shopping.naver.com/catalog/57245251058,https://shopping-phinf.pstatic.net/main_5724525/57245251058.20251016082916.jpg,21616,,네이버,57245251058,1,GGPX,디에스패션,패션의류,여성의류,니트,카디건
폴햄 캐시블렌드 하프넥 풀오버 PHF4EU1020,https://search.shopping.naver.com/catalog/56963130270,https://shopping-phinf.pstatic.net/main_5696313/56963130270.20250927183453.jpg,21510,,네이버,56963130270,1,폴햄,에이션패션,패션의류,남성의류,니트,터틀넥
여성 기본 브이넥 캐시미어 <b>니트</b> 티,https://smartstore.naver.com/main/products/3468993262,https://shopping-phinf.pstatic.net/main_8101351/81013510399.jpg,18500,,여성 니트 코디 온다도로,81013510399,2,,,패션의류,여성의류,니트,풀오버
마인드브릿지 컴피 라운드넥 세미오버핏 가디건 MZCD71A1,https://search.shopping.naver.com/catalog/57314650854,https://shopping-phinf.pstatic.net/main_5731465/57314650854.20251021183426.jpg,47920,,네이버,57314650854,1,마인드브릿지,티비에이치글로벌,패션의류,남성의류,니트,카디건
[1+1] 남자 빅사이즈 오버핏 라운드 골지 <b>니트</b> 맨투맨,https://smartstore.naver.com/main/products/2449024517,https://shopping-phinf.pstatic.net/main_1332233/13322330940.9.jpg,39800,,엠클로,13322330940,2,,엠클로,패션의류,남성의류,니트,풀오버
꼼데가르송 가디건 V넥 U넥 블랙와펜 레드와펜,https://smartstore.naver.com/main/products/8286544994,https://shopping-phinf.pstatic.net/main_8583104/85831045317.3.jpg,248760,,아임재팬,85831045317,2,꼼데가르송,꼼데가르송,패션의류,여성의류,니트,카디건
빈폴레이디스 울 케이블 라운드넥 카디건 BF595AE01,https://search.shopping.naver.com/catalog/56736863331,https://shopping-phinf.pstatic.net/main_5673686/56736863331.20251018073123.jpg,153830,,네이버,56736863331,1,빈폴레이디스,삼성물산,패션의류,여성의류,니트,카디건
